Row Name,Timer,Line
752,136457,3;
753,136666,4;
754,136875,2;
755,137105,1;
756,137336,3;
757,137593,2;
758,137851,1;
759,138126,4;
760,138401,3;
761,138701,2;
762,139001,4;
763,139353,3;
764,139706,1;
765,140085,4;
766,140465,3;
767,140912,2;
768,141360,1;
769,142951,1;
770,143299,4;
771,143997,2;
772,144346,3;
773,145348,2;
774,146350,1;
775,146935,3;
776,147937,2;
777,148354,4;
778,149274,1;
779,149850,4;
780,150772,3;
781,151118,2;
782,152027,1;
783,152854,2;
784,153541,3;
785,154144,4;
786,154583,2;
