Row Name,Timer,Line
429,75524,4
430,75816,3
431,76109,2
432,76109,1
433,76402,3
434,76694,1
435,76694,4
436,76987,2
437,77280,3
438,77280,4
439,77572,2
440,77865,1
441,77865,4
442,78158,3
443,78451,2
444,78451,1
445,78743,2
446,79036,3
447,79036,4
448,79329,3
449,79621,4
450,79621,1
451,79914,2
452,80207,1
453,80207,3
454,80499,2
455,80792,1
456,80792,4
457,81085,3
458,81377,2
459,81377,4
460,81670,3
461,81963,1
462,81963,4
463,82255,2
464,82548,3
465,82548,4
466,82841,2
467,83133,1
468,83133,4
469,83426,3
470,83719,2
471,84011,1
472,84304,1
473,84304,4
474,84451,2
475,84597,3
476,84890,2
477,85036,3
478,85182,4
479,85329,2
480,85475,3
481,85621,1
482,85768,4
483,85914,2
484,86060,1
485,86207,3
486,86353,2
487,86499,4
488,86646,1
489,86938,4
490,86938,2
491,87231,4
492,87377,2
493,87524,4
494,87670,2
495,87816,3
496,87963,1
497,88109,2
498,88255,3
499,88402,2
500,88548,4
501,88694,3
502,88694,1
503,88987,4
504,88987,1
505,89280,1
506,89280,2
507,89572,1
508,89572,4
509,89865,4
510,89865,3
511,90158,2
512,90158,3
513,90451,1
514,90451,2
515,90743,4
516,90743,3
517,91036,3
518,91036,2
519,91329,4
520,91475,2
521,91621,3
522,91768,1
523,91914,4
524,92060,2
525,92207,3
526,92353,1
527,92499,4
528,92499,2
529,92792,3
530,92792,1
531,93085,2
532,93231,3
533,93377,2
534,93524,3
535,93670,4
536,93670,1
537,93963,1
538,93963,4
539,94255,1
540,94402,1
541,94548,3
542,94694,2
543,95572,1
544,95719,3
545,95865,2
546,96011,4
547,96304,4
548,96597,4
549,96743,3
550,96890,2
551,97036,4
552,97182,1
553,97621,2
554,97768,3
555,97914,1
556,98060,2
557,98207,3
558,98353,4
559,98646,4
560,98938,2
561,99085,1
562,99231,3
563,99377,2
564,99524,4
565,99670,3
566,99816,4
567,99963,3
568,100402,3
569,100548,2
570,100694,4
571,100841,3
572,100987,2
573,101133,1
574,101280,4
575,101426,2
576,101572,1
577,101719,4
578,101865,3
579,102011,1
580,102158,3
581,102304,1
582,102743,4
583,102890,2
584,103036,4
585,103036,1
586,103329,1
587,103329,4
588,103621,1
589,103768,1
590,103914,3
591,104060,2
592,104938,1
593,105085,3
594,105231,2
595,105377,4
596,105670,4
597,105963,4
598,106109,3
599,106255,2
600,106402,4
601,106548,1
602,106841,2
603,107133,3
604,107426,1
605,107719,4
606,107719,2
607,108011,4
608,108304,2
609,108451,3
610,108597,1
611,108743,3
612,108890,2
613,108890,4
614,109036,1
615,109182,2
616,109329,4
617,109621,1
618,109768,3
619,109914,2
620,110060,4
621,110060,1
622,110353,3
623,110646,1
624,110646,4
625,110938,2
626,111231,1
627,111231,3
628,111524,2
629,111524,4
630,111816,1
631,111963,3
632,112109,2
633,112255,4
634,112402,1
635,112694,4
636,112694,3
637,112841,1
638,112987,2
639,113133,3
640,113280,2
641,113426,1
642,113572,4
643,113719,2
644,113865,3
645,114011,1
646,114158,4
647,114304,3
648,114451,1
649,114597,2
650,114743,4
651,114890,3
652,115036,2
653,115182,3
654,115329,1
655,115475,2
656,115621,3
657,115768,2
658,115914,4
659,116060,3
660,116207,1
661,116353,2
662,116499,3
663,116646,1
664,116792,2
665,116938,2
666,117085,4
667,117231,3
668,117377,2
669,117524,1
670,117670,3
671,117816,2
672,117963,3
673,118109,2
674,118255,4
675,118402,3
676,118548,2
677,118694,1
678,118841,3
679,118987,2
680,119133,3
681,119280,2
682,119426,4
683,119572,3
684,119719,2
685,119865,4
686,120011,1
687,120158,2
688,120304,3
689,120451,1
690,120597,4
691,120743,2
692,120890,3
693,121036,1
694,121182,3
695,121329,2
696,121475,4
697,121621,3
698,121768,4
699,121768,1
700,122060,1
701,122060,2
702,122353,2
703,122353,3
704,122646,3
705,122646,4
706,122938,4
707,122938,1
708,123231,4
709,123231,3
710,123524,3
711,123524,2
712,123816,2
713,123816,1
714,124109,1
715,124109,4
716,124402,1
717,124402,3
718,124694,2
719,124694,3
720,124987,2
721,124987,4
722,125280,4
723,125280,1
724,125572,4
725,125572,2
726,125865,3
727,125865,2
728,126158,3
729,126158,1
730,126451,1
731,126451,2
732,126597,3
733,126743,1
734,126890,3
735,127036,2
736,127182,4
737,127329,2
738,127475,4
739,127621,1
740,127621,2
741,127768,3
742,127914,1
743,128060,3
744,128207,2
745,128353,4
746,128499,2
747,128646,4
748,128792,1
749,128792,2
750,128938,4
751,129085,3
752,129231,2
753,129377,3
754,129377,4
755,129524,1
756,129670,2
757,129816,3
758,129963,4
759,129963,1
760,130109,2
761,130255,3
762,130402,1
763,130548,4
764,130694,3
765,130841,2
766,130987,1
767,131133,3
768,131133,4
