Row Name,Timer,Line
344,101045,3
345,101045,4
346,101378,3
347,101378,2
348,101711,1
349,102045,4
350,102045,3
351,102378,2
352,102711,4
353,102711,1
354,103211,1
355,103711,4
356,103711,3
357,104045,2
358,104045,1
359,104378,3
360,104711,4
361,104711,2
362,105045,1
363,105378,3
364,105378,4
365,105878,2
366,106378,3
367,106378,4
368,106711,2
369,106711,3
370,107045,1
371,107378,3
372,107711,2
373,108045,1
374,108545,1
375,109045,3
376,109378,4
377,109378,1
378,109711,2
379,110045,3
380,110378,2
381,110711,1
382,111211,1
383,111711,2
384,112045,3
385,112045,4
386,112378,1
387,112711,3
388,113045,2
389,113378,1
390,113878,1
391,114378,3
392,114711,1
393,114711,2
394,115045,3
395,115378,2
396,115711,1
397,116045,4
398,116545,2
399,117045,4
